PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ROWAN SCORE,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
David Toms,68.86,482,7,2005,68.94,1103,16,35.0,0.373,9.696,26.0,35.0,0.23,5.988,26.0,35.0,0.95,0.23,0.536,0.184,26.0,70.29,492.0,7.0,35.0,0.184,4.776,26.0,35.0,0.536,13.938,26.0,5.0,1.0,0.0,0.0,21199558.0,8.0,0.0,4.0,-11.01000000000002
Stephen Ames,69.0,276,4,2005,71.0,1136,16,24.0,0.009,0.168,19.0,24.0,0.05,0.945,19.0,24.0,-0.198,0.05,-0.307,0.06,19.0,72.8,364.0,5.0,24.0,0.06,1.131,19.0,24.0,-0.307,-5.839,19.0,0.0,0.0,0.0,0.0,8047334.0,25.0,-5.0,-59.0,-11.549999999999983
Vijay Singh,69.0,621,9,2005,69.79,1326,19,37.0,0.141,4.501,32.0,37.0,0.751,24.039,32.0,37.0,2.018,0.751,0.882,0.385,32.0,69.13,553.0,8.0,37.0,0.385,12.313,32.0,37.0,0.882,28.224,32.0,5.0,1.0,2.0,1.0,39459202.0,1.0,-12.0,-36.0,27.339999999999918
Adam Scott,69.25,277,4,2005,70.0,840,12,24.0,0.185,3.69,20.0,24.0,0.354,7.073,20.0,24.0,1.36,0.354,0.875,0.132,20.0,70.2,351.0,5.0,24.0,0.132,2.633,20.0,24.0,0.875,17.495,20.0,4.0,0.0,0.0,0.0,7024231.0,9.0,-6.0,-85.0,-5.100000000000023
Scott Verplank,69.33,208,3,2005,69.92,909,13,19.0,-0.286,-4.294,15.0,19.0,0.384,5.755,15.0,19.0,1.238,0.384,0.682,0.173,15.0,70.75,283.0,4.0,19.0,0.173,2.588,15.0,19.0,0.682,10.223,15.0,1.0,0.0,1.0,0.0,14392800.0,20.0,-14.0,32.0,26.060000000000002
Shaun Micheel,69.4,347,5,2005,71.11,1280,18,25.0,0.814,16.279,20.0,25.0,0.269,5.376,20.0,25.0,-0.514,0.269,-0.406,-0.377,20.0,74.0,296.0,4.0,25.0,-0.377,-7.536,20.0,25.0,-0.406,-8.116,20.0,0.0,0.0,0.0,0.0,4426382.0,94.0,0.0,156.0,-4.1499999999999915
Justin Leonard,69.5,139,2,2005,70.69,1131,16,20.0,0.116,1.744,15.0,20.0,-0.119,-1.778,15.0,20.0,-0.177,-0.119,0.186,-0.244,15.0,70.67,212.0,3.0,20.0,-0.244,-3.661,15.0,20.0,0.186,2.786,15.0,1.0,1.0,0.0,0.0,18561981.0,24.0,-17.0,56.0,-1.829999999999984
Fred Funk,70.0,350,5,2005,70.53,1340,19,28.0,0.122,2.69,22.0,28.0,-0.046,-1.018,22.0,28.0,0.455,-0.046,0.381,0.12,22.0,71.67,430.0,6.0,28.0,0.12,2.646,22.0,28.0,0.381,8.392,22.0,2.0,1.0,0.0,0.0,16790306.0,22.0,0.0,-50.0,73.86000000000001
Jonathan Kaye,70.0,420,6,2005,70.53,1058,15,26.0,0.203,4.471,22.0,26.0,0.242,5.318,22.0,26.0,0.557,0.242,0.251,0.064,22.0,71.4,357.0,5.0,26.0,0.064,1.41,22.0,26.0,0.251,5.531,22.0,1.0,0.0,1.0,0.0,8924194.0,42.0,-5.0,78.0,-5.219999999999999
Rory Sabbatini,70.0,210,3,2005,72.0,1080,15,22.0,-0.352,-5.635,16.0,22.0,0.027,0.434,16.0,22.0,-0.234,0.027,-0.098,-0.163,16.0,73.67,221.0,3.0,22.0,-0.163,-2.606,16.0,22.0,-0.098,-1.573,16.0,1.0,0.0,0.0,0.0,7876980.0,46.0,0.0,28.0,-3.230000000000004
Ryan Palmer,70.17,421,6,2005,71.41,1571,22,31.0,-0.072,-1.881,26.0,31.0,-0.039,-1.014,26.0,31.0,-0.674,-0.039,-0.357,-0.279,26.0,72.5,435.0,6.0,31.0,-0.279,-7.241,26.0,31.0,-0.357,-9.274,26.0,0.0,0.0,0.0,0.0,1806249.0,103.0,-7.0,70.0,-2.819999999999993
Robert Allenby,70.2,351,5,2005,70.6,1412,20,31.0,0.367,8.448,23.0,31.0,0.529,12.157,23.0,31.0,0.214,0.529,0.133,-0.447,23.0,69.0,345.0,5.0,31.0,-0.447,-10.277,23.0,31.0,0.133,3.052,23.0,2.0,0.0,0.0,0.0,11308646.0,44.0,0.0,-83.0,-9.939999999999998
Fred Couples,70.2,351,5,2005,70.47,1198,17,26.0,-0.853,-15.347,18.0,26.0,0.497,8.949,18.0,26.0,1.054,0.497,0.985,-0.428,18.0,71.0,355.0,5.0,26.0,-0.428,-7.706,18.0,26.0,0.985,17.727,18.0,1.0,0.0,0.0,0.0,16864391.0,36.0,-7.0,-30.0,3.0900000000000034
Retief Goosen,70.33,422,6,2005,70.08,841,12,29.0,0.259,5.947,23.0,29.0,0.37,8.502,23.0,29.0,1.23,0.37,0.514,0.347,23.0,70.5,423.0,6.0,29.0,0.347,7.971,23.0,29.0,0.514,11.813,23.0,3.0,0.0,0.0,1.0,12411867.0,5.0,-32.0,-210.0,7.579999999999984
Tim Herron,70.33,422,6,2005,69.65,1184,17,28.0,0.756,16.622,22.0,28.0,0.294,6.457,22.0,28.0,1.103,0.294,0.461,0.348,22.0,70.67,424.0,6.0,28.0,0.348,7.657,22.0,28.0,0.461,10.147,22.0,3.0,0.0,0.0,0.0,10487150.0,48.0,-19.0,29.0,7.449999999999989
Craig Parry,70.33,422,6,2005,70.08,841,12,26.0,0.687,16.485,24.0,26.0,-0.09,-2.152,24.0,26.0,0.255,-0.09,0.177,0.168,24.0,72.83,437.0,6.0,26.0,0.168,4.039,24.0,26.0,0.177,4.242,24.0,2.0,0.0,0.0,0.0,7991763.0,34.0,-14.0,80.0,2.3899999999999864
Ernie Els,70.4,352,5,2005,69.8,698,10,20.0,0.529,10.056,19.0,20.0,0.656,12.458,19.0,20.0,1.627,0.656,1.049,-0.077,19.0,68.6,343.0,5.0,20.0,-0.077,-1.465,19.0,20.0,1.049,19.925,19.0,3.0,0.0,1.0,1.0,25639774.0,3.0,-5.0,-8.0,-7.399999999999977
Phil Mickelson,70.43,493,7,2005,67.24,1143,17,31.0,0.485,10.677,22.0,31.0,-0.062,-1.359,22.0,31.0,1.879,-0.062,1.261,0.681,22.0,70.86,496.0,7.0,31.0,0.681,14.973,22.0,31.0,1.261,27.731,22.0,5.0,3.0,1.0,0.0,33211384.0,4.0,-16.0,-39.0,32.539999999999964
Ted Purdy,70.57,494,7,2005,70.52,1622,23,34.0,-0.601,-16.818,28.0,34.0,0.439,12.288,28.0,34.0,0.732,0.439,0.108,0.186,28.0,73.5,588.0,8.0,34.0,0.186,5.201,28.0,34.0,0.108,3.019,28.0,0.0,0.0,0.0,0.0,1918488.0,155.0,0.0,58.0,1.5900000000000034
Tiger Woods,70.6,353,5,2005,68.67,824,12,24.0,0.147,3.079,21.0,24.0,0.894,18.771,21.0,24.0,2.093,0.894,1.151,0.048,21.0,69.83,419.0,6.0,24.0,0.048,1.008,21.0,24.0,1.151,24.176,21.0,3.0,2.0,0.0,1.0,47569826.0,2.0,-52.0,40.0,-26.12000000000006
Zach Johnson,70.63,565,8,2005,70.0,1260,18,34.0,0.223,7.122,32.0,34.0,0.692,22.129,32.0,34.0,1.283,0.692,0.352,0.24,32.0,70.33,633.0,9.0,34.0,0.24,7.665,32.0,34.0,0.352,11.278,32.0,3.0,0.0,0.0,1.0,3413442.0,40.0,-2.0,-92.0,10.859999999999985
Freddie Jacobson,70.67,212,3,2005,70.86,992,14,20.0,0.144,2.155,15.0,20.0,-0.518,-7.766,15.0,20.0,-1.098,-0.518,-0.624,0.044,15.0,74.0,296.0,4.0,20.0,0.044,0.658,15.0,20.0,-0.624,-9.365,15.0,0.0,0.0,0.0,0.0,2237626.0,60.0,0.0,62.0,-4.799999999999997
Shigeki Maruyama,70.67,424,6,2005,70.0,980,14,27.0,0.797,19.916,25.0,27.0,-0.277,-6.931,25.0,27.0,0.74,-0.277,0.652,0.365,25.0,71.0,497.0,7.0,27.0,0.365,9.134,25.0,27.0,0.652,16.299,25.0,1.0,0.0,0.0,1.0,9696348.0,23.0,0.0,87.0,-1.5699999999999932
Jay Haas,70.8,354,5,2005,69.93,979,14,26.0,0.026,0.487,19.0,26.0,-0.248,-4.708,19.0,26.0,0.654,-0.248,0.677,0.225,19.0,71.83,431.0,6.0,26.0,0.225,4.271,19.0,26.0,0.677,12.867,19.0,1.0,0.0,0.0,0.0,14077381.0,39.0,-7.0,-22.0,-6.97999999999999
Bernhard Langer,70.8,354,5,2005,70.33,1266,18,27.0,0.254,5.849,23.0,27.0,-0.351,-8.078,23.0,27.0,0.243,-0.351,0.476,0.119,23.0,71.8,359.0,5.0,27.0,0.119,2.726,23.0,27.0,0.476,10.95,23.0,1.0,0.0,0.0,0.0,7566165.0,76.0,-15.0,42.0,0.3400000000000034
Darren Clarke,71.0,213,3,2005,70.0,630,9,15.0,0.311,3.733,12.0,15.0,1.007,12.08,12.0,15.0,1.462,1.007,0.155,0.3,12.0,71.5,286.0,4.0,15.0,0.3,3.605,12.0,15.0,0.155,1.862,12.0,3.0,0.0,0.0,1.0,5246932.0,17.0,-18.0,-396.58855799373043,-3.019999999999982
Todd Hamilton,71.0,426,6,2005,71.65,1218,17,28.0,0.141,3.519,25.0,28.0,-0.101,-2.535,25.0,28.0,-0.6,-0.101,-0.336,-0.163,25.0,72.4,362.0,5.0,28.0,-0.163,-4.066,25.0,28.0,-0.336,-8.405,25.0,0.0,0.0,0.0,0.0,3293738.0,30.0,-12.0,58.0,-2.9199999999999875
Mark Hensby,71.0,213,3,2005,71.9,719,10,18.0,0.042,0.679,16.0,18.0,0.074,1.181,16.0,18.0,-0.658,0.074,-0.31,-0.422,16.0,73.67,221.0,3.0,18.0,-0.422,-6.744,16.0,18.0,-0.31,-4.967,16.0,0.0,0.0,0.0,0.0,3114330.0,52.0,-14.0,-28.0,-7.480000000000004
Davis Love III,71.0,284,4,2005,69.46,903,13,22.0,0.281,3.93,14.0,22.0,0.3,4.193,14.0,22.0,0.154,0.3,0.165,-0.311,14.0,71.25,285.0,4.0,22.0,-0.311,-4.349,14.0,22.0,0.165,2.316,14.0,3.0,0.0,0.0,0.0,29777416.0,12.0,0.0,-50.0,-0.8300000000000125
Mark O'Meara,71.0,213,3,2005,71.73,1076,15,18.0,0.499,5.983,12.0,18.0,-0.082,-0.988,12.0,18.0,-1.536,-0.082,-1.41,-0.044,12.0,75.67,227.0,3.0,18.0,-0.044,-0.525,12.0,18.0,-1.41,-16.917,12.0,0.0,0.0,0.0,0.0,13709499.0,114.0,-5.0,31.0,-0.3400000000000034
Stewart Cink,71.13,569,8,2005,69.11,1244,18,36.0,0.974,28.256,29.0,36.0,-0.334,-9.681,29.0,36.0,0.521,-0.334,0.858,-0.003,29.0,70.88,567.0,8.0,36.0,-0.003,-0.089,29.0,36.0,0.858,24.887,29.0,4.0,0.0,0.0,0.0,15081346.0,10.0,-9.0,22.0,-0.2699999999999818
Tom Lehman,71.17,427,6,2005,69.31,901,13,25.0,0.064,1.286,20.0,25.0,0.173,3.457,20.0,25.0,1.44,0.173,0.965,0.303,20.0,71.2,356.0,5.0,25.0,0.303,6.051,20.0,25.0,0.965,19.299,20.0,3.0,0.0,2.0,0.0,16685101.0,21.0,-23.0,-3.0,34.019999999999996
Graeme McDowell,71.25,285,4,2005,70.55,776,11,20.0,0.897,14.354,16.0,20.0,-0.142,-2.265,16.0,20.0,0.175,-0.142,0.489,-0.172,16.0,72.8,364.0,5.0,20.0,-0.172,-2.749,16.0,20.0,0.489,7.823,16.0,2.0,0.0,1.0,0.0,0.0,38.0,-4.0,-274.0,34.29999999999998
Carlos Franco,71.33,214,3,2005,72.21,1011,14,20.0,-0.105,-2.102,20.0,20.0,-0.727,-14.548,20.0,20.0,-0.794,-0.727,0.121,-0.187,20.0,72.5,290.0,4.0,20.0,-0.187,-3.731,20.0,20.0,0.121,2.412,20.0,0.0,0.0,0.0,0.0,7370398.0,86.0,0.0,58.0,-0.37999999999999545
Mike Weir,71.43,500,7,2005,70.26,1335,19,31.0,-0.132,-3.305,25.0,31.0,0.127,3.168,25.0,31.0,0.831,0.127,0.125,0.579,25.0,72.43,507.0,7.0,31.0,0.579,14.477,25.0,31.0,0.125,3.13,25.0,1.0,0.0,1.0,0.0,16489692.0,11.0,-23.0,4.0,-0.7700000000000102
Rich Beem,71.5,286,4,2005,72.0,1368,19,24.0,-0.532,-11.178,21.0,24.0,-0.461,-9.677,21.0,24.0,-0.009,-0.461,0.157,0.295,21.0,69.0,276.0,4.0,24.0,0.295,6.186,21.0,24.0,0.157,3.305,21.0,1.0,0.0,1.0,0.0,5943544.0,215.0,0.0,-60.0,11.079999999999998
Ángel Cabrera,71.5,143,2,2005,71.7,717,10,16.0,-0.079,-1.106,14.0,16.0,0.377,5.276,14.0,16.0,0.799,0.377,0.31,0.112,14.0,68.67,206.0,3.0,16.0,0.112,1.573,14.0,16.0,0.31,4.336,14.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,32.41144200626957,-1.3999999999999915
Jerry Kelly,71.5,286,4,2005,70.12,1192,17,24.0,-0.097,-1.545,16.0,24.0,0.323,5.174,16.0,24.0,0.992,0.323,0.241,0.429,16.0,69.75,279.0,4.0,24.0,0.429,6.858,16.0,24.0,0.241,3.85,16.0,1.0,0.0,0.0,0.0,11712783.0,43.0,-13.0,197.0,-8.70999999999998
Peter Lonard,71.5,286,4,2005,70.67,1272,18,25.0,-0.291,-5.824,20.0,25.0,0.201,4.015,20.0,25.0,-0.274,0.201,-0.101,-0.374,20.0,72.4,362.0,5.0,25.0,-0.374,-7.479,20.0,25.0,-0.101,-2.013,20.0,1.0,0.0,0.0,0.0,3900892.0,45.0,0.0,41.0,-7.030000000000001
Jesper Parnevik,71.86,503,7,2005,70.62,1483,21,32.0,0.642,16.696,26.0,32.0,-0.209,-5.442,26.0,32.0,-0.634,-0.209,-0.379,-0.045,26.0,72.43,507.0,7.0,32.0,-0.045,-1.171,26.0,32.0,-0.379,-9.856,26.0,0.0,0.0,0.0,0.0,11577594.0,80.0,0.0,-84.0,-0.18999999999999773
Steve Flesch,72.0,360,5,2005,72.0,1224,17,26.0,-0.02,-0.45,22.0,26.0,-0.317,-6.973,22.0,26.0,-0.644,-0.317,-0.235,-0.092,22.0,73.8,369.0,5.0,26.0,-0.092,-2.024,22.0,26.0,-0.235,-5.159,22.0,1.0,0.0,0.0,0.0,10828643.0,47.0,-15.0,82.0,-6.240000000000009
John Daly,72.5,290,4,2005,71.47,1072,15,24.0,-0.642,-11.56,18.0,24.0,-0.596,-10.723,18.0,24.0,-0.909,-0.596,0.055,-0.368,18.0,75.0,375.0,5.0,24.0,-0.368,-6.625,18.0,24.0,0.055,0.992,18.0,0.0,0.0,0.0,0.0,7065738.0,49.0,0.0,71.0,-1.9299999999999926
Bo Van Pelt,72.67,436,6,2005,71.36,1784,25,32.0,-0.132,-3.444,26.0,32.0,0.317,8.247,26.0,32.0,-0.224,0.317,-0.044,-0.497,26.0,73.8,369.0,5.0,32.0,-0.497,-12.922,26.0,32.0,-0.044,-1.141,26.0,0.0,0.0,0.0,0.0,1909302.0,138.0,0.0,42.0,-2.3400000000000034
Sergio Garcia,72.8,364,5,2005,69.1,691,10,23.0,-0.582,-11.055,19.0,23.0,0.88,16.713,19.0,23.0,1.386,0.88,0.282,0.225,19.0,73.4,367.0,5.0,23.0,0.225,4.269,19.0,23.0,0.282,5.353,19.0,3.0,0.0,0.0,0.0,11496464.0,7.0,0.0,-15.0,4.75
Chad Campbell,74.0,296,4,2005,70.29,984,14,25.0,-0.246,-5.415,22.0,25.0,0.022,0.484,22.0,25.0,0.578,0.022,0.472,0.084,22.0,70.0,350.0,5.0,25.0,0.084,1.848,22.0,25.0,0.472,10.387,22.0,3.0,0.0,1.0,0.0,8142851.0,19.0,-20.0,-27.0,-4.689999999999998
Kirk Triplett,74.5,149,2,2005,72.14,1010,14,19.0,-0.443,-5.761,13.0,19.0,0.147,1.905,13.0,19.0,-0.363,0.147,-0.71,0.201,13.0,73.5,147.0,2.0,19.0,0.201,2.615,13.0,19.0,-0.71,-9.235,13.0,1.0,0.0,0.0,0.0,12087516.0,62.0,-13.0,104.0,-1.740000000000009
Lee Westwood,75.67,227,3,2005,70.0,630,9,16.0,0.053,0.639,12.0,16.0,0.806,9.669,12.0,16.0,0.303,0.806,-0.174,-0.329,12.0,74.5,298.0,4.0,16.0,-0.329,-3.943,12.0,16.0,-0.174,-2.083,12.0,0.0,0.0,0.0,0.0,2407270.0,26.0,0.0,-108.58855799373043,-6.260000000000019
David Duval,79.5,159,2,2005,78.0,1248,16,16.0,-0.495,-5.447,11.0,16.0,-3.046,-33.505,11.0,16.0,-6.035,-3.046,-2.712,-0.277,11.0,76.0,76.0,1.0,16.0,-0.277,-3.048,11.0,16.0,-2.712,-29.83,11.0,0.0,0.0,0.0,0.0,16356349.0,592.0,0.0,-58.0,0.0
Rory Sabbatini,67.67,406,6,2006,69.63,1323,19,30.0,0.288,6.612,23.0,30.0,0.319,7.342,23.0,30.0,1.466,0.319,0.927,0.22,23.0,70.17,421.0,6.0,30.0,0.22,5.053,23.0,30.0,0.927,21.323,23.0,4.0,1.0,2.0,0.0,10864490.0,21.0,-9.0,21.0,-9.5
Trevor Immelman,68.75,275,4,2006,70.79,991,14,22.0,-0.44,-9.245,21.0,22.0,0.35,7.34,21.0,22.0,0.932,0.35,0.513,0.07,21.0,71.75,287.0,4.0,22.0,0.07,1.461,21.0,22.0,0.513,10.763,21.0,1.0,0.0,0.0,0.0,1101992.0,78.0,0.0,22.0,-3.5999999999999943
Phil Mickelson,68.86,482,7,2006,67.82,1153,17,32.0,0.519,11.94,23.0,32.0,0.934,21.481,23.0,32.0,2.415,0.934,1.067,0.414,23.0,71.29,499.0,7.0,32.0,0.414,9.518,23.0,32.0,1.067,24.534,23.0,5.0,1.0,0.0,0.0,37121360.0,4.0,-35.0,-73.0,47.06
Stewart Cink,69.0,345,5,2006,71.29,998,14,25.0,0.555,12.754,23.0,25.0,-0.249,-5.731,23.0,25.0,0.369,-0.249,0.637,-0.018,23.0,69.8,349.0,5.0,25.0,-0.018,-0.416,23.0,25.0,0.637,14.641,23.0,1.0,0.0,0.0,0.0,16172929.0,41.0,-16.0,-44.0,-6.3799999999999955
Joe Ogilvie,69.17,415,6,2006,71.39,1642,23,33.0,0.007,0.204,28.0,33.0,-0.115,-3.217,28.0,33.0,0.033,-0.115,-0.064,0.212,28.0,70.5,423.0,6.0,33.0,0.212,5.937,28.0,33.0,-0.064,-1.796,28.0,0.0,0.0,0.0,0.0,4737072.0,95.0,0.0,47.0,-6.359999999999999
Mike Weir,69.4,347,5,2006,69.82,1187,17,28.0,0.087,1.743,20.0,28.0,0.173,3.461,20.0,28.0,0.709,0.173,0.119,0.417,20.0,73.8,369.0,5.0,28.0,0.417,8.34,20.0,28.0,0.119,2.383,20.0,3.0,0.0,0.0,1.0,17770611.0,43.0,-14.0,-9.0,1.6700000000000017
Rich Beem,69.5,417,6,2006,70.39,1267,18,29.0,-0.125,-3.252,26.0,29.0,0.492,12.796,26.0,29.0,0.279,0.492,-0.039,-0.174,26.0,74.33,446.0,6.0,29.0,-0.174,-4.532,26.0,29.0,-0.039,-1.007,26.0,1.0,0.0,0.0,0.0,6504440.0,180.0,-6.0,0.0,3.509999999999998
Geoff Ogilvy,69.6,348,5,2006,71.71,1004,14,30.0,0.433,9.969,23.0,30.0,0.145,3.335,23.0,30.0,0.659,0.145,0.482,0.032,23.0,72.6,363.0,5.0,30.0,0.032,0.731,23.0,30.0,0.482,11.077,23.0,2.0,1.0,1.0,0.0,8308812.0,19.0,-11.0,97.0,-1.4499999999999886
Rod Pampling,69.6,348,5,2006,71.0,994,14,23.0,0.616,11.096,18.0,23.0,0.056,1.005,18.0,23.0,0.644,0.056,0.043,0.545,18.0,72.5,290.0,4.0,23.0,0.545,9.812,18.0,23.0,0.043,0.768,18.0,2.0,1.0,0.0,0.0,6385532.0,28.0,-5.0,-5.0,63.75999999999999
Chris DiMarco,69.67,209,3,2006,71.36,785,11,19.0,-0.022,-0.305,14.0,19.0,-0.222,-3.105,14.0,19.0,0.265,-0.222,0.599,-0.113,14.0,70.33,211.0,3.0,19.0,-0.113,-1.578,14.0,19.0,0.599,8.385,14.0,1.0,0.0,0.0,0.0,17489812.0,10.0,0.0,154.0,-8.27000000000001
Vijay Singh,69.71,488,7,2006,70.27,1054,15,31.0,0.113,2.945,26.0,31.0,0.616,16.013,26.0,31.0,2.363,0.616,1.439,0.308,26.0,68.71,481.0,7.0,31.0,0.308,8.004,26.0,31.0,1.439,37.406,26.0,6.0,0.0,1.0,0.0,46407643.0,2.0,-14.0,-18.0,-7.699999999999932
Justin Leonard,69.75,279,4,2006,71.31,1141,16,24.0,-0.284,-5.672,20.0,24.0,-0.531,-10.62,20.0,24.0,0.504,-0.531,0.659,0.376,20.0,72.5,290.0,4.0,24.0,0.376,7.528,20.0,24.0,0.659,13.171,20.0,2.0,0.0,0.0,0.0,20720563.0,46.0,-13.0,13.0,-3.7299999999999898
Tiger Woods,69.75,279,4,2006,69.5,695,10,21.0,-0.085,-1.448,17.0,21.0,0.778,13.223,17.0,21.0,2.482,0.778,1.71,-0.006,17.0,72.0,288.0,4.0,21.0,-0.006,-0.103,17.0,21.0,1.71,29.072,17.0,3.0,2.0,0.0,0.0,57940144.0,1.0,-18.0,29.0,-1.5600000000000591
Scott Verplank,69.8,349,5,2006,68.71,962,14,25.0,0.574,11.489,20.0,25.0,0.01,0.209,20.0,25.0,0.858,0.01,0.602,0.246,20.0,70.6,353.0,5.0,25.0,0.246,4.914,20.0,25.0,0.602,12.037,20.0,3.0,0.0,2.0,0.0,17290498.0,24.0,-13.0,74.0,-0.4000000000000057
Lucas Glover,70.0,420,6,2006,70.44,1268,18,30.0,0.435,10.877,25.0,30.0,0.648,16.188,25.0,30.0,0.818,0.648,0.025,0.146,25.0,71.33,428.0,6.0,30.0,0.146,3.65,25.0,30.0,0.025,0.615,25.0,4.0,0.0,0.0,0.0,3539425.0,51.0,0.0,63.0,3.969999999999999
David Toms,70.17,421,6,2006,69.43,972,14,29.0,1.025,26.651,26.0,29.0,0.618,16.066,26.0,29.0,1.27,0.618,0.509,0.142,26.0,69.67,418.0,6.0,29.0,0.142,3.702,26.0,29.0,0.509,13.241,26.0,4.0,1.0,1.0,1.0,25041178.0,8.0,0.0,0.0,0.660000000000025
Ángel Cabrera,70.33,211,3,2006,70.75,566,8,16.0,-0.033,-0.465,14.0,16.0,0.475,6.655,14.0,16.0,0.703,0.475,0.219,0.009,14.0,72.33,217.0,3.0,16.0,0.009,0.122,14.0,16.0,0.219,3.06,14.0,0.0,0.0,0.0,0.0,0.0,23.0,-27.0,167.41144200626957,0.8300000000000125
Vaughn Taylor,70.4,352,5,2006,72.13,1154,16,26.0,0.152,3.794,25.0,26.0,-0.159,-3.976,25.0,26.0,0.575,-0.159,0.672,0.062,25.0,71.6,358.0,5.0,26.0,0.062,1.552,25.0,26.0,0.672,16.789,25.0,2.0,0.0,0.0,0.0,3553119.0,75.0,0.0,-95.0,9.400000000000006
Retief Goosen,70.5,282,4,2006,70.0,560,8,20.0,0.64,10.244,16.0,20.0,-0.097,-1.557,16.0,20.0,1.555,-0.097,1.213,0.439,16.0,69.25,277.0,4.0,20.0,0.439,7.018,16.0,20.0,1.213,19.413,16.0,3.0,0.0,1.0,0.0,16052588.0,3.0,-19.0,-331.58855799373043,34.170000000000016
Arron Oberholser,70.57,494,7,2006,69.0,1035,15,29.0,0.374,8.975,24.0,29.0,-0.028,-0.663,24.0,29.0,1.153,-0.028,0.689,0.491,24.0,71.5,429.0,6.0,29.0,0.491,11.792,24.0,29.0,0.689,16.539,24.0,2.0,1.0,0.0,0.0,4269116.0,44.0,-12.0,16.0,0.6599999999999966
Stuart Appleby,70.6,353,5,2006,70.33,844,12,23.0,0.132,2.776,21.0,23.0,0.352,7.4,21.0,23.0,1.244,0.352,0.237,0.654,21.0,72.4,362.0,5.0,23.0,0.654,13.741,21.0,23.0,0.237,4.987,21.0,2.0,1.0,0.0,0.0,16777914.0,31.0,-10.0,41.0,-7.6200000000000045
Sergio Garcia,70.6,353,5,2006,69.92,839,12,22.0,-0.043,-0.896,21.0,22.0,0.657,13.805,21.0,22.0,1.527,0.657,0.809,0.061,21.0,75.0,375.0,5.0,22.0,0.061,1.276,21.0,22.0,0.809,16.992,21.0,3.0,0.0,0.0,0.0,14893734.0,6.0,-5.0,-110.0,-8.0
David Duval,70.67,212,3,2006,71.94,1151,16,21.0,0.191,3.441,18.0,21.0,-0.949,-17.077,18.0,21.0,-1.02,-0.949,0.33,-0.401,18.0,69.0,207.0,3.0,21.0,-0.401,-7.216,18.0,21.0,0.33,5.931,18.0,0.0,0.0,0.0,0.0,16420120.0,436.0,0.0,142.0,0.0
Tim Herron,70.67,212,3,2006,71.31,1141,16,22.0,-0.365,-6.577,18.0,22.0,0.013,0.232,18.0,22.0,0.433,0.013,-0.012,0.432,18.0,70.67,212.0,3.0,22.0,0.432,7.767,18.0,22.0,-0.012,-0.207,18.0,0.0,0.0,0.0,0.0,11924490.0,62.0,-10.0,88.0,-7.240000000000009
Ben Curtis,70.8,354,5,2006,71.44,1143,16,25.0,0.444,9.321,21.0,25.0,-0.009,-0.195,21.0,25.0,-0.815,-0.009,-0.328,-0.477,21.0,73.0,365.0,5.0,25.0,-0.477,-10.023,21.0,25.0,-0.328,-6.893,21.0,0.0,0.0,0.0,0.0,2699483.0,174.0,-6.0,75.0,2.990000000000002
Zach Johnson,70.83,425,6,2006,70.29,984,14,32.0,0.457,11.414,25.0,32.0,0.398,9.938,25.0,32.0,0.47,0.398,0.079,-0.007,25.0,72.83,437.0,6.0,32.0,-0.007,-0.179,25.0,32.0,0.079,1.986,25.0,2.0,0.0,1.0,1.0,5464615.0,38.0,-13.0,34.0,21.389999999999986
